352.html	0.009472325221555274
340.html	0.0021179685913385897
368.html	0.011663739341868148
353.html	0.009174233411664559
365.html	0.003076467376815706
338.html	0.0021596616111489663
377.html	0.0024923838011915752
346.html	0.0088370939281199
354.html	0.008885773823665297
362.html	0.007206109182565491
367.html	0.005269594686166825
373.html	0.0036813431848711116
347.html	0.005000818373491649
339.html	0.004867064167158216
372.html	0.003978237582210126
360.html	0.0017645351676108647
369.html	0.0034956484221294218
364.html	0.0018255264838289746
341.html	0.005467341363669967
336.html	0.006279341407688491
359.html	0.0019919091381066134
370.html	0.0054557990959709516
366.html	0.006120459728541873
355.html	0.005121598865967397
344.html	0.0076694649684814825
337.html	0.00762241303615951
374.html	0.0031128036056757343
350.html	0.006416210456848396
342.html	0.008924995528539132
351.html	0.0014537994148240457
363.html	0.0037871427277413458
376.html	0.0035221922746817864
348.html	0.0015569590537518798
343.html	0.00936245856524734
345.html	0.010955918464318289
358.html	0.0032447094447721437
349.html	0.002427852124853933
375.html	0.0009689634040896862
356.html	0.01474722047351929
361.html	0.0028405425809190678
371.html	0.003491876549851397
357.html	0.012942222134312502
352.html	0.0026012855115036563
340.html	0.002181133281007221
368.html	0.0021839254294360763
353.html	0.002699382512596753
365.html	0.001810410061508116
338.html	0.0017792557774668676
377.html	0.0020533718129923544
346.html	0.0017334561367937152
362.html	0.0024736729066618867
367.html	0.0024118893703503506
347.html	0.002059983595847633
339.html	0.0022276514663257647
372.html	0.002048440762010584
360.html	0.001817159326782689
369.html	0.002057085708956368
364.html	0.0015039756814232866
341.html	0.0018767984025975226
336.html	0.002351495172930597
359.html	0.002051314326205789
370.html	0.0017287719114620652
366.html	0.0019393820552798197
355.html	0.0019179423810693063
344.html	0.001974548319399477
337.html	0.0034887724907180944
374.html	0.0018317928575101803
350.html	0.001887875043852248
342.html	0.0019349827009011132
351.html	0.0014971564264687565
363.html	0.002228621486559305
376.html	0.001813617733481022
348.html	0.0021378568270189824
343.html	0.002268629983990888
345.html	0.0021490779944923133
358.html	0.0022276514663257647
349.html	0.001000103418443272
375.html	0.001995722068193973
356.html	0.005062343465760083
361.html	0.002340205415584565
357.html	0.0048466186021623526
352.html	0.0013006427557518282
340.html	0.0010905666405036105
368.html	0.0010919627147180381
353.html	0.0013496912562983765
365.html	0.000905205030754058
338.html	0.0008896278887334338
377.html	0.0010266859064961772
346.html	0.0008667280683968576
362.html	0.0012368364533309434
367.html	0.0012059446851751753
347.html	0.0010299917979238165
339.html	0.0011138257331628823
372.html	0.001024220381005292
360.html	0.0009085796633913445
369.html	0.001028542854478184
364.html	0.0007519878407116433
341.html	0.0009383992012987613
336.html	0.0011757475864652984
359.html	0.0010256571631028946
370.html	0.0008643859557310326
366.html	0.0009696910276399098
355.html	0.0009589711905346531
344.html	0.0009872741596997385
337.html	0.0017443862453590472
374.html	0.0009158964287550902
350.html	0.000943937521926124
342.html	0.0009674913504505566
351.html	0.0007485782132343782
363.html	0.0011143107432796525
376.html	0.000906808866740511
348.html	0.0010689284135094912
343.html	0.001134314991995444
345.html	0.0010745389972461566
358.html	0.0011138257331628823
349.html	0.000500051709221636
375.html	0.0009978610340969866
356.html	0.0025311717328800414
361.html	0.0011701027077922826
357.html	0.0024233093010811763
352.html	0.0006503213778759141
340.html	0.0005452833202518052
368.html	0.0005459813573590191
353.html	0.0006748456281491882
365.html	0.000452602515377029
338.html	0.0004448139443667169
377.html	0.0005133429532480886
346.html	0.0004333640341984288
362.html	0.0006184182266654717
367.html	0.0006029723425875877
347.html	0.0005149958989619082
339.html	0.0005569128665814412
372.html	0.000512110190502646
360.html	0.00045428983169567227
369.html	0.000514271427239092
364.html	0.00037599392035582164
341.html	0.00046919960064938066
336.html	0.0005878737932326492
359.html	0.0005128285815514473
370.html	0.0004321929778655163
366.html	0.0004848455138199549
355.html	0.00047948559526732657
344.html	0.0004936370798498692
337.html	0.0008721931226795236
374.html	0.0004579482143775451
350.html	0.000471968760963062
342.html	0.0004837456752252783
351.html	0.0003742891066171891
363.html	0.0005571553716398263
376.html	0.0004534044333702555
348.html	0.0005344642067547456
343.html	0.000567157495997722
345.html	0.0005372694986230783
358.html	0.0005569128665814412
349.html	0.000250025854610818
375.html	0.0004989305170484933
356.html	0.0012655858664400207
361.html	0.0005850513538961413
357.html	0.0012116546505405881
433.html	0.00015597699189355446
352.html	0.001216739451884256
340.html	0.0010202151594213822
368.html	0.0010215211741336778
353.html	0.001262623877416811
365.html	0.0008468110617553143
338.html	0.0008322387872700413
377.html	0.0009604553145766393
346.html	0.0008108162139144027
362.html	0.0011570492371108137
367.html	0.0011281502693601666
347.html	0.0009635479458974738
436.html	0.00026952655613400963
339.html	0.0010419738287626872
372.html	0.0009581488379356709
360.html	0.000849967999851686
024.html	0.06839813918806496
369.html	0.0009621924725009139
364.html	0.0007034777759571772
341.html	0.0008778639059707641
336.html	0.0010999011585491724
359.html	0.0009594929345019133
370.html	0.0008086251888472466
366.html	0.0009071371245101454
355.html	0.0008971088145333609
344.html	0.0009235859844067413
337.html	0.001631857444841359
374.html	0.0008568127672091173
434.html	9.523171579211845e-05
350.html	0.0008830449544752025
342.html	0.0009050793465339409
435.html	0.00039580620370888663
351.html	0.000700288100506735
376.html	0.0008483114357130666
348.html	0.0009999727951471484
363.html	0.001042427551309503
343.html	0.0010611413437864687
345.html	0.0010052214451321745
101.html	0.027359255675225985
349.html	0.00046779381955686837
358.html	0.0010419738287626872
